ra,dec,Name,HD,Vmag,bv
025.145000,+40.576944, 53Tau And, 10205, 4.94,-0.09
025.585417,+68.043056, 43    Cas, 10221, 5.59,-0.07
024.700833,-53.438889,          , 10241, 6.84, 0.44
025.732917,+70.622500, 42    Cas, 10250, 5.18,-0.04
025.512500,+61.038333,          , 10260, 6.71,-0.03
025.574167,+58.627778,          , 10293, 6.37,-0.02
025.446667,+42.613611,          , 10307, 4.95, 0.62
025.326667,+25.745833,          , 10308, 6.17, 0.44
025.413333,+30.047222,          , 10348, 5.99, 1.01
024.947500,-56.198056,          , 10360, 5.87, 0.90
024.949167,-56.194722,          , 10361, 5.76, 0.87
025.743333,+61.421667,          , 10362, 6.34, 0.01
025.357917, +5.487500,106Nu  Psc, 10380, 4.44, 1.36
025.514583,+35.245556,          , 10390, 5.64,-0.07
025.832083,+60.551111, 44    Cas, 10425, 5.78,-0.02
025.436250,-11.324722,          , 10453, 5.75, 0.44
025.624167,+20.268611,107    Psc, 10476, 5.24, 0.84
025.363750,-38.133056,          , 10481, 6.17, 0.42
025.818750,+45.322222,          , 10486, 6.34, 1.01
025.915000,+50.688611,   Phi Per, 10516, 4.07,-0.04
025.535833,-32.326944,   Pi  Scl, 10537, 5.25, 1.05
025.512500,-36.832500,          , 10538, 5.72,-0.01
026.074583,+57.536389,          , 10543, 6.21, 0.10
025.681250, -3.690278,          , 10550, 4.99, 1.38
025.421250,-50.038889,          , 10553, 6.64, 0.12
026.192083,+57.089167,          , 10587, 6.25, 0.04
025.958333,+32.191667,          , 10588, 6.34,
026.110417,+46.139722,          , 10597, 6.35,
025.450000,-60.789444,          , 10615, 5.71, 1.27
025.622083,-53.740556,          , 10647, 5.52, 0.53
025.978333, -4.765556,          , 10658, 6.19, 1.54
026.232500,+20.083056,109    Psc, 10697, 6.27, 0.75
026.017083,-15.937500, 52Tau Cet, 10700, 3.50, 0.72
026.348333, +9.157778,110Omi Psc, 10761, 4.26, 0.96
026.936667,+63.852222,          , 10780, 5.63, 0.81
024.481667,-82.975000,          , 10800, 5.87, 0.61
026.497083, -5.733333,          , 10824, 5.34, 1.52
026.411667,-25.052500,   Eps Scl, 10830, 5.31, 0.39
026.647083,+17.413056,          , 10845, 6.55, 0.25
025.338750,-79.148333,   Tau1Hyi, 10859, 6.33, 0.94
026.504167,-27.349167,          , 10863, 6.39, 0.36
026.950000,+46.229722,          , 10874, 6.32, 0.43
026.524167,-50.816389,          , 10934, 5.49, 1.60
026.526250,-53.521944,          , 10939, 5.04, 0.04
027.162083,+37.952778,          , 10975, 5.94, 0.97
027.045417,+16.955556,  4    Ari, 10982, 5.84,-0.03
027.173333,+32.690278,          , 11007, 5.79, 0.55
026.820000,-41.760000,          , 11022, 6.18, 1.54
024.366667,-84.769722,          , 11025, 5.69, 0.94
027.315417,+47.896944,          , 11031, 5.82, 0.29
027.108333, +3.685556,          , 11037, 5.91, 0.97
026.949167,-37.159722,          , 11050, 6.32, 1.02
027.737917,+51.933333,          , 11151, 5.90, 0.43
027.535417,+22.275278,  1    Ari, 11154, 5.86, 0.74
027.396250,-10.686389, 53Chi Cet, 11171, 4.67, 0.33
027.331250,-31.072778,          , 11183, 6.34, 1.22
027.997083,+55.147500,  1    Per, 11241, 5.52,-0.18
027.716667,+11.043333,          , 11257, 5.94, 0.30
027.453333,-38.403889,          , 11262, 6.37, 0.52
028.039167,+50.792778,  2    Per, 11291, 5.79,-0.07
027.584167,-47.816389,          , 11332, 6.14, 1.01
028.211667,+51.474722,          , 11335, 6.26,
027.865000,-10.335000, 55Zet Cet, 11353, 3.73, 1.14
028.452083,+55.598056,          , 11408, 6.45, 0.18
027.727083,-50.206111,          , 11413, 5.94, 0.14
028.598750,+63.670000, 45Eps Cas, 11415, 3.38,-0.15
028.322083,+40.729722, 55    And, 11428, 5.40, 1.32
028.270417,+29.578889,  2Alp Tri, 11443, 3.41, 0.49
028.382500,+19.295833,  5Gam1Ari, 11503, 4.83,
028.382500,+19.293611,  5Gam2Ari, 11502, 4.75,-0.04
028.217083,-16.929167,          , 11522, 5.80, 0.27
029.000000,+68.685278, 46Ome Cas, 11529, 4.99,-0.10
028.388750, +3.187500,111Xi  Psc, 11559, 4.62, 0.94
026.943750,-80.176667,   Tau2Hyi, 11604, 6.06, 0.34
028.724167,+40.701944,          , 11613, 6.24, 1.25
028.739583,+37.128333,          , 11624, 6.26, 1.17
028.660000,+20.808056,  6Bet Ari, 11636, 2.64, 0.13
028.346667,-38.594722,          , 11643, 6.10, 1.12
028.411667,-46.302500,   Psi Phe, 11695, 4.41, 1.59
028.976667,+37.277778,          , 11727, 5.89, 1.63
029.038750,+37.251667, 56    And, 11749, 5.67, 1.06
028.591667,-42.496944,   Phi Phe, 11753, 5.11,-0.06
028.962500,+23.577222,  7    Ari, 11763, 5.74, 1.19
028.974167, +1.849722,          , 11803, 6.01, 0.56
029.638750,+61.698056,          , 11857, 6.02,-0.04
029.485000,+41.694444,          , 11905, 6.78,-0.06
029.337917,+17.817500,  8Iot Ari, 11909, 5.10, 0.92
029.432500,+27.804444,          , 11928, 5.82, 1.60
029.167500,-22.526944, 56    Cet, 11930, 4.85, 1.42
028.989583,-51.608889,   Chi Eri, 11937, 3.70, 0.85
029.908333,+64.621389,          , 11946, 5.26, 0.01
029.640000,+49.204167,  3    Per, 11949, 5.69, 1.01
029.482083,+23.596111,  9Lam Ari, 11973, 4.79, 0.28
028.733750,-67.647222,   Eta2Hyi, 11977, 4.69, 0.95
028.943333,-60.861389,          , 11995, 6.06, 0.37
030.738333,+77.916389,          , 12005, 6.04, 1.14
029.250417,-51.766111,          , 12042, 6.10, 0.48
029.291667,-47.385000,          , 12055, 4.83, 0.88
030.489167,+70.906944, 48    Cas, 12111, 4.54, 0.16
029.611250,-33.066667,          , 12135, 6.35, 1.02
029.898750,+21.058333,          , 12139, 5.87, 1.03
029.857917,+12.294722,          , 12140, 6.09, 0.19
030.793750,+73.850556,          , 12173, 6.23,
030.858750,+72.421389, 50    Cas, 12216, 3.98,-0.01
031.280833,+77.281389, 47    Cas, 12230, 5.38, 0.31
030.038333, +3.097222,112    Psc, 12235, 5.88, 0.62
029.942083,-20.824444, 57    Cet, 12255, 5.41, 1.65
029.473333,-65.424722,          , 12270, 6.37, 0.90
030.001250,-21.077778, 59Ups Cet, 12274, 4.00, 1.57
030.719583,+64.901389, 52    Cas, 12279, 6.00, 0.03
030.112083, -8.523611,          , 12292, 5.51, 1.52
029.911667,-42.030556,          , 12296, 5.57, 1.06
030.751250,+64.390000, 53    Cas, 12301, 5.58, 0.38
030.575417,+54.487500,  4    Per, 12303, 5.04,-0.08
029.692500,-61.569722,   Alp Hyi, 12311, 2.86, 0.28
031.380000,+76.115000, 49    Cas, 12339, 5.22, 0.95
028.960417,-78.348333,   Sig Hyi, 12363, 6.16, 0.44
030.311250,-30.001667,   Pi  For, 12438, 5.35, 0.88
030.511667, +2.763611,113Alp Psc, 12446, 5.23,
030.511667, +2.763611,113Alp Psc, 12447, 4.33, 0.03
032.355417,+81.295833,          , 12467, 6.05, 0.11
031.167083,+65.103333,          , 12468, 6.52, 0.00
030.741667,+33.283889,  3Eps Tri, 12471, 5.50, 0.03
029.921250,-66.066389,          , 12477, 6.10, 1.17
030.646667,+13.476667,          , 12479, 5.94, 1.59
030.426667,-44.713611,   Chi Phe, 12524, 5.14, 1.49
030.975000,+42.329722, 57Gam1And, 12533, 2.26, 1.37
034.215417,+57.055278,          , 13854, 6.48, 0.28
030.977917,+42.330833, 57Gam2And, 12534, 4.84, 0.03
030.913750,+25.935556, 10    Ari, 12558, 5.63, 0.54
030.617083,-29.665000,          , 12563, 6.42, 0.14
030.798750, +0.128333, 60    Cet, 12573, 5.43, 0.15
030.744167,-15.305833,          , 12583, 5.86, 0.98
030.927500,+18.253333,          , 12594, 6.21, 1.42
030.950833, -0.340278, 61    Cet, 12641, 5.93, 0.88
030.918750, -4.103611,          , 12642, 5.62, 1.59
031.122500,-29.296944,   Nu  For, 12767, 4.69,-0.17
031.641250,+22.648333, 12Kap Ari, 12869, 5.03, 0.11
031.551250, +8.247500,          , 12872, 6.31, 1.65
031.705000,+25.704722, 11    Ari, 12885, 6.15,-0.03
031.622083, +0.035000,          , 12923, 6.28, 0.90
031.793333,+23.462500, 13Alp Ari, 12929, 2.00, 1.15
032.168750,+58.423611,          , 12953, 5.67, 0.61
032.140000,+44.459444,          , 13013, 6.42,
032.122083,+37.859167, 58    And, 13041, 4.82, 0.12
032.532500,+53.843056,          , 13137, 6.31, 0.95
032.385833,+34.987222,  4Bet Tri, 13161, 3.00, 0.14
032.355417,+25.939722, 14    Ari, 13174, 4.98, 0.33
032.346250,+17.224444,          , 13201, 6.43,
032.190417,-17.779444,          , 13215, 6.10, 1.61
033.338333,+74.027778,          , 13222, 6.29, 0.91
032.870833,+57.645833,  5    Per, 13267, 6.36, 0.33
032.720000,+39.039444, 59    And, 13294, 5.63,-0.02
032.723750,+39.043056, 59    And, 13295, 6.10,-0.07
032.395000,-24.345833,          , 13305, 6.48, 0.29
032.656667,+19.500278, 15    Ari, 13325, 5.70, 1.65
032.288750,-43.516667,          , 13336, 5.85, 1.19
032.800000,+25.936944, 16    Ari, 13363, 6.02, 1.36
032.854167,+31.526389,  5    Tri, 13372, 6.23, 0.11
032.837917, +8.569722, 64    Cet, 13421, 5.63, 0.56
032.520417,-43.815556,          , 13423, 6.32, 0.90
032.606667,-50.824444,          , 13445, 6.12, 0.82
032.842500,-10.052222,          , 13456, 6.01, 0.39
032.899167, -1.825278, 63    Cet, 13468, 5.93, 0.97
033.621250,+66.524444, 55    Cas, 13474, 6.07, 0.63
033.422917,+58.561111,          , 13476, 6.44, 0.60
033.092917,+30.303056,  6    Tri, 13480, 4.94, 0.78
033.305417,+44.231667, 60    And, 13520, 4.83, 1.48
033.156250,+24.167778,          , 13522, 5.96, 1.37
033.401250,+51.065833,          , 13530, 5.31, 0.93
033.200417,+21.210833, 17Eta Ari, 13555, 5.27, 0.43
033.510833,+47.484167,          , 13594, 6.06, 0.40
033.263750,+15.279722, 19    Ari, 13596, 5.71, 1.55
033.250000, +8.846667, 65Xi 1Cet, 13611, 4.37, 0.89
033.197917, -2.393611, 66    Cet, 13612, 5.54, 0.57
033.253750,-21.000278,          , 13692, 5.86, 1.01
033.227083,-30.723889,   Mu  For, 13709, 5.28,-0.02
033.991250,+47.811389,          , 13818, 6.33,
033.984167,+33.358889,  7    Tri, 13869, 5.28,-0.01
033.941667,+25.783056, 20    Ari, 13871, 5.79, 0.44
033.928333,+25.043056, 21    Ari, 13872, 5.58, 0.49
033.867917, -9.465556,          , 13936, 6.55,-0.02
033.633333,-41.166667,          , 13940, 5.91, 0.97
034.263333,+34.224167,  8Del Tri, 13974, 4.87, 0.61
034.499583,+57.899722,  8    Per, 13982, 5.75, 1.17
034.518750,+57.516667,  7    Per, 13994, 5.98, 1.05
034.389167,+44.306944,          , 14028, 6.70,
034.328750,+33.847222,  9Gam Tri, 14055, 4.01, 0.02
034.293333,+23.767778,          , 14067, 6.55, 1.02
034.245833, -6.422222, 67    Cet, 14129, 5.51, 0.96
033.561250,-67.841667,   Pi 1Hyi, 14141, 5.55, 1.55
035.053750,+64.337222,          , 14171, 6.60,-0.03
034.531250,+19.901111, 22The Ari, 14191, 5.62, 0.01
034.820000,+47.380000, 62    And, 14212, 5.30,-0.01
034.795417,+46.472500,          , 14213, 6.21,
034.505833, +1.757778,          , 14214, 5.58, 0.60
034.844583,+48.955278,          , 14221, 6.37,
034.127500,-51.512222,   Phi Eri, 14228, 3.56,-0.12
034.737500,+28.642500, 10    Tri, 14252, 5.03, 0.04
034.741667,+23.167778,          , 14262, 6.46, 0.34
034.905417,+39.835000,          , 14272, 6.63,-0.09
033.868750,-67.746389,   Pi 2Hyi, 14287, 5.69, 1.30
035.172500,+47.310833,          , 14372, 6.11,-0.08
035.018333,+30.188333,          , 14373, 6.47,
034.836250, -2.977500, 68Omi Cet, 14386, 3.04, 1.42
035.242500,+50.151389, 63    And, 14392, 5.59,-0.13
034.743750,-25.945556,          , 14412, 6.34, 0.73
034.920000, -4.345556,          , 14417, 6.50, 0.08
035.589167,+55.845556,  9    Per, 14489, 5.17, 0.37
034.852917,-41.848333,          , 14509, 6.37, 1.16
035.709583,+41.396389,          , 14622, 5.82, 0.27
034.976250,-55.944722,          , 14641, 5.81, 1.55
035.485833, +0.395833, 69    Cet, 14652, 5.28, 1.65
035.965833,+55.364444,          , 14662, 6.28, 0.86
035.551667, -0.885000, 70    Cet, 14690, 5.42, 0.31
035.505833,-10.777778,          , 14691, 5.46, 0.35
035.520833,-17.662222,          , 14728, 5.87, 1.23
036.103750,+50.006667, 64    And, 14770, 5.19, 0.98
035.635833,-23.816389,   Kap For, 14802, 5.20, 0.60
036.316667,+56.610000, 10    Per, 14818, 6.25, 0.31
035.740833,-18.354444,          , 14830, 6.22, 0.94
035.549167,-43.200000,          , 14832, 6.31, 1.00
036.405833,+50.278611, 65    And, 14872, 4.71, 1.53
035.777083,-37.576389,          , 14890, 6.53, 1.61
035.727500,-51.092222,          , 14943, 5.92, 0.22
036.204167,+10.610556, 24Xi  Ari, 14951, 5.47,-0.10
036.083750,-25.847500,          , 14988, 6.44, 1.32
036.243333, -2.780000, 71    Cet, 15004, 6.33, 0.00
035.437083,-68.659444,   Del Hyi, 15008, 4.09, 0.03
036.140833,-40.840556,          , 15064, 6.18, 0.66
037.266667,+67.402500,   Iot Cas, 15089, 4.52, 0.12
036.487500,-12.290556, 72Rho Cet, 15130, 4.89,-0.03
036.965833,+50.569722, 66    And, 15138, 6.12, 0.41
036.501250,-15.341111,          , 15144, 5.83, 0.15
036.779167,+27.013333,          , 15152, 6.18, 1.43
036.865417,+31.801389, 11    Tri, 15176, 5.54, 1.12
036.646667,-20.042778,          , 15220, 5.88, 1.26
036.224583,-60.311944,   Lam Hor, 15233, 5.35, 0.39
035.717917,-73.645833,   Kap Hyi, 15248, 5.01, 1.09
037.354167,+55.536389,          , 15253, 6.51, 0.09
037.041667,+29.669444, 12    Tri, 15257, 5.29,
037.039583, +8.460000, 73Xi 2Cet, 15318, 4.28,-0.06
037.000000, +1.960833,          , 15328, 6.45, 0.97
037.202083,+29.931944, 13    Tri, 15335, 5.89, 0.58
036.746250,-47.703889,   Kap Eri, 15371, 4.25,-0.14
036.359583,-66.494722,          , 15379, 6.41, 1.54
037.306667,+23.468889,          , 15385, 6.19, 0.15
037.007083,-33.811111,   Phi For, 15427, 5.14, 0.10
037.397083, +9.565833,          , 15453, 6.07, 1.02
037.569167,+33.833889,          , 15464, 6.25, 1.07
037.147500,-31.102500,          , 15471, 6.11, 1.11
037.635000,+25.235000,          , 15524, 5.92, 0.41
037.660000,+19.855278, 26    Ari, 15550, 6.15, 0.25
037.480833,-22.682778,          , 15588, 6.77, 0.19
037.726667,+17.703889, 27    Ari, 15596, 6.23, 0.90
037.688333, +0.255278,          , 15633, 6.00, 0.17
037.557500,-25.186389,          , 15634, 6.51, 0.29
037.018333,-64.299722,          , 15646, 6.37,-0.04
037.636667,-22.545556,          , 15652, 6.10, 1.61
038.025833,+36.147222, 14    Tri, 15656, 5.15, 1.47
037.875417, +2.267222,          , 15694, 5.25, 1.27
038.218750,+34.542500,          , 15755, 5.83, 1.07
038.039167, -1.035000, 75    Cet, 15779, 5.35, 1.02
038.021667,-15.244722, 76Sig Cet, 15798, 4.75, 0.45
038.225417,+15.034722, 29    Ari, 15814, 6.04, 0.54
038.061667,-36.427500,          , 15889, 6.30, 1.02
039.508333,+72.818333,          , 15920, 5.16, 0.88
038.279167,-34.650000,   Lam1For, 15975, 5.90, 1.06
038.417500,-20.001944,          , 15996, 6.21, 1.10
038.866250,+39.664444,          , 16004, 6.36,-0.10
039.400417,+65.745556,          , 16024, 5.78, 1.56
038.911667,+37.312222,          , 16028, 5.71, 1.39
038.461250,-28.232500,   Ome For, 16046, 4.90,-0.05
038.945000,+34.687500, 15    Tri, 16058, 5.35, 1.66
038.767083, +7.471389,          , 16060, 6.18, 1.06
038.677917, -7.859444, 77    Cet, 16074, 5.75, 1.40
039.020417, +6.886944,          , 16160, 5.82, 0.98
038.968750, +5.593333, 78Nu  Cet, 16161, 4.86, 0.87
038.477500,-51.093611,          , 16170, 6.24, 0.52
039.238333,+38.732778,          , 16176, 5.90, 0.48
039.178750,+31.607500,          , 16187, 6.10, 1.05
039.260417,+34.263889,          , 16210, 5.30, 1.55
039.000000, -7.831667, 80    Cet, 16212, 5.53, 1.59
039.336667,+39.895833,          , 16219, 6.54,-0.12
039.276667,+32.891944,          , 16220, 6.25, 0.48
038.390000,-62.586944,          , 16226, 6.77,-0.06
039.157917,+12.447500, 31    Ari, 16234, 5.68, 0.49
039.252083,+24.647500, 30    Ari, 16246, 6.50, 0.41
039.146250, +7.729722,          , 16247, 5.81, 1.04
039.038750,-30.044722,   Iot1For, 16307, 5.75, 1.02
039.574167,+37.726667,          , 16327, 6.18, 0.47
039.615833,+38.089444,          , 16350, 6.30,-0.03
039.503333, +7.695278,          , 16399, 6.39, 0.44
039.424167, -3.396111, 81    Cet, 16400, 5.65, 1.02
039.244167,-34.578333,   Lam2For, 16417, 5.79, 0.66
039.704167,+21.961389, 32Nu  Ari, 16432, 5.43, 0.16
041.948333,+81.448333,          , 16458, 5.78, 1.30
039.653750, +3.443056,          , 16467, 6.21, 1.00
037.918750,-79.109444,   Mu  Hyi, 16522, 5.28, 0.98
039.577917,-30.194167,   Iot2For, 16538, 5.83, 0.48
039.351667,-52.543056,   Eta Hor, 16555, 5.31, 0.27
039.870833, +0.328611, 82Del Cet, 16582, 4.07,-0.22
039.603333,-37.990556,          , 16589, 6.49, 0.52
039.890833,-11.872222, 83Eps Cet, 16620, 4.84, 0.45
040.171250,+27.060833, 33    Ari, 16628, 5.30, 0.09
040.065417, +6.111944,          , 16647, 6.25, 0.40
040.051250, -9.453056,          , 16673, 5.78, 0.52
040.761667,+55.105833, 11    Per, 16727, 5.77,-0.13
040.010417,-30.633889,          , 16733, 6.52, 1.04
040.748750,+53.526111,          , 16735, 5.84, 1.12
040.562083,+40.193889, 12    Per, 16739, 4.91, 0.59
039.950000,-42.891667,          , 16754, 4.75, 0.06
040.307917, -0.695833, 84    Cet, 16765, 5.71, 0.52
041.207083,+67.824722,          , 16769, 5.95, 0.10
040.757917,+48.265556,          , 16780, 6.48,
040.591667,+20.011667, 34Mu  Ari, 16811, 5.69,-0.02
040.166667,-39.855556,   Iot Eri, 16815, 4.11, 1.02
040.451250, -3.213333,          , 16824, 6.05, 1.17
040.391667,-14.549444,          , 16825, 5.98, 0.43
040.620417,+10.741667,          , 16861, 6.30, 0.06
039.882083,-64.281944,          , 16891, 6.55,-0.08
041.050000,+49.228333, 13The Per, 16895, 4.12, 0.49
041.021667,+44.296944, 14    Per, 16901, 5.43, 0.90
040.862917,+27.707222, 35    Ari, 16908, 4.66,-0.13
040.165000,-54.550000,   Zet Hor, 16920, 5.21, 0.40
040.963333,+25.638056,          , 16955, 6.35, 0.08
040.825000, +3.235833, 86Gam Cet, 16970, 3.47, 0.09
040.527500,-38.383889,          , 16975, 6.01, 0.92
039.897500,-68.266944,   Eps Hyi, 16978, 4.11,-0.06
040.535417,-46.524444,          , 17006, 6.10, 0.88
041.079583,+17.763889, 36    Ari, 17017, 6.46, 1.07
041.137083,+15.311667, 37Omi Ari, 17036, 5.77,-0.01
040.639583,-50.800278,   Iot Hor, 17051, 5.41, 0.56
041.030833,-13.858611, 89Pi  Cet, 17081, 4.25,-0.14
041.240000,+12.445833, 38    Ari, 17093, 5.18, 0.24
041.235417,+10.114167, 87Mu  Cet, 17094, 4.27, 0.31
040.834583,-40.527500,          , 17098, 6.36,-0.02
042.231250,+69.634167,          , 17138, 6.18, 0.18
041.337083, +4.711667,          , 17163, 6.03, 0.31
041.085417,-32.525000,          , 17168, 6.22, 0.04
041.275833,-18.572500,  1Tau1Eri, 17206, 4.47, 0.48
041.742917,+35.983611,          , 17228, 6.25, 0.93
041.764583,+35.555000,          , 17240, 6.30,
041.044583,-52.570556,          , 17254, 6.15, 0.09
041.318750,-46.287222,          , 17325, 6.85, 1.36
040.860833,-66.714444,          , 17326, 6.26, 0.53
041.977083,+29.247222, 39    Ari, 17361, 4.51, 1.11
042.378333,+57.084167,          , 17378, 6.25, 0.89
041.688333,-21.639722,          , 17390, 6.49, 0.38
041.796667,-22.485556,          , 17438, 6.47, 0.39
042.133750,+18.283611, 40    Ari, 17459, 5.82, 1.20
042.994583,+68.888611,          , 17463, 5.80, 0.64
042.191250,+25.188056,          , 17471, 5.86,-0.07
042.362917,+37.326111,          , 17484, 6.45, 0.43
041.983333,-12.460556,          , 17491, 6.90, 1.56
041.364583,-63.704444,   Gam Hor, 17504, 5.74, 0.93
042.674167,+55.895556, 15Eta Per, 17506, 3.76, 1.68
041.890417,-35.550833,   Eta1For, 17528, 6.51, 0.96
042.322917,+17.464167, 42Pi  Ari, 17543, 5.22,-0.06
041.385833,-67.616667,   Zet Hyi, 17566, 4.84, 0.06
042.495833,+27.260556, 41    Ari, 17573, 3.63,-0.10
042.939583,+58.314722,          , 17581, 6.45, 0.10
042.646250,+38.318611, 16    Per, 17584, 4.23, 0.34
042.272500,-32.405833,   Bet For, 17652, 4.46, 0.99
042.923750,+46.841944,          , 17656, 5.88, 0.89
042.878333,+35.059722, 17    Per, 17709, 4.53, 1.56
042.462500,-24.560278,   Gam1For, 17713, 6.14, 1.07
042.475833,-27.941667,   Gam2For, 17729, 5.39, 0.02
043.216667,+52.997778,          , 17743, 6.36, 0.07
042.873333,+15.081944, 43Sig Ari, 17769, 5.49,-0.09
042.561667,-35.843611,   Eta2For, 17793, 5.92, 0.90
043.338333,+48.569444,          , 17818, 6.26, 1.18
042.759583,-21.004167,  2Tau2Eri, 17824, 4.75, 0.91
042.668333,-35.676111,   Eta3For, 17829, 5.47, 1.25
042.256250,-62.806667,   Nu  Hor, 17848, 5.26, 0.10
042.699583,-39.931667,          , 17864, 6.36, 0.05
043.564583,+52.762500, 18Tau Per, 17878, 3.95, 0.74
043.427500,+38.337500, 20    Per, 17904, 5.33, 0.41
043.298750,+16.483333,          , 17918, 6.31,
043.133750,-12.769444,          , 17925, 6.04, 0.87
042.980417,-30.814444,          , 17926, 6.40, 0.48
043.210417, -9.441111,          , 17943, 6.32, 0.19
043.987083,+61.521111,          , 17948, 5.59, 0.45
044.103333,+64.332500,          , 17958, 6.24, 2.03
043.397083,-22.376389,          , 18071, 5.95, 1.04
043.393333,-38.436944,   Psi For, 18149, 5.92, 0.44
044.210833,+51.260833,          , 18153, 6.22, 1.57
044.139167,+47.163889,          , 18155, 6.02, 1.34
043.080000,-62.909722,          , 18185, 6.03, 1.25
043.952083,+18.331667, 45Rho2Ari, 18191, 5.91, 1.47
043.470417,-49.890278,          , 18242, 4.00, 2.11
044.108750,+18.023056, 46Rho3Ari, 18256, 5.63, 0.43
044.057500, +8.381667,          , 18262, 5.97, 0.48
043.527083,-50.871389,          , 18265, 6.21, 1.58
042.618750,-75.066944,   Nu  Hyi, 18293, 4.75, 1.33
044.322083,+31.934167, 21    Per, 18296, 5.11,-0.01
044.107083, -8.898056,  3Eta Eri, 18322, 3.89, 1.11
044.155833, -3.712222,          , 18331, 5.17, 0.08
044.509583,+38.615000,          , 18339, 6.04, 1.41
044.269167, +4.501111,          , 18345, 6.11, 1.69
044.521667,+20.668611, 47    Ari, 18404, 5.80, 0.41
